eu_rank,company, country,industrial_sector,rnd_eur_million, rnd_1_year_growth_%,sales_eur_million,sales_1_year_growth_%,rnd_intensity_%,capex_eur_million,capex_1_year_growth_%,profitability_%,employees,employees_1_year_growth_%,,
645,Ablynx,Belgium,Biotechnology (4573),11.25,42.8,16,77.0,72.3,21.3,22.6,-139.9,0,44.4,,
646,Amper,Spain,Telecommunications equipment (9578),11.11,42.3,359,15.8,3.1,1.1,1.4,7.6,1,9.5,,
647,Zealand Pharma  ,Denmark,Pharmaceuticals (4577),11.10,-19.3,8,-6.1,146.8,6.0,4.0,-79.6,0,-2.9,,
648,Novabase,Portugal,Computer services (9533),11.09,20.4,304,-3.0,3.6,1.4,1.9,2.3,2,3.2,,
649,KMD  ,Denmark,Computer services (9533),11.03,33.7,467,7.6,2.4,4.7,6.7,5.7,3,5.1,,
650,Hoganas,Sweden,Industrial metals & mining (175),11.01,2.5,555,4.5,2.0,6.0,3.1,8.6,2,1.7,,
651,Fortis,Belgium,Banks (835),11.00,-95.1,"6,967",-53.2,0.2,0.8,7.3,-6.8,10,-83.3,,
651,Lufthansa,Germany,Travel & leisure (575),11.00,37.5,"24,870",10.9,0.0,6.9,6.9,4.9,108,7.3,,
653,ProStrakan,UK,Pharmaceuticals (4577),10.97,5.4,58,23.0,18.9,0.5,0.7,-43.3,0,9.7,,
654,Dynea,Finland,Chemicals (135),10.90,0.0,879,-24.0,1.2,2.5,2.0,0.6,2,1.6,,
654,Elisa,Finland,Fixed line telecommunications (653),10.90,45.3,"1,485",-5.3,0.7,10.7,10.9,17.7,3,-10.7,,
656,XCounter,Sweden,Health care equipment & services (453),10.88,116.3,0,,,,,,0,40.6,,
657,4SC,Germany,Biotechnology (4573),10.84,82.5,3,115.2,365.0,27.6,13.8,-431.0,0,25.0,,
658,GW Pharmaceuticals,UK,Pharmaceuticals (4577),10.79,-16.6,12,107.5,88.6,3.8,8.9,-93.4,0,-5.8,,
659,Omnia Network,Italy,Support services (279),10.78,,248,10.9,4.3,1.5,,3.2,6,146.5,,
660,Isra Vision,Germany,Industrial machinery (2757),10.75,0.0,68,33.1,15.7,0.7,1.1,18.9,0,24.0,,
660,Arup  ,UK,Support services (279),10.75,49.7,751,26.8,1.4,4.4,3.0,4.8,9,18.0,,
662,Nedap,The Netherlands,Electronic equipment (2737),10.74,-3.7,143,-2.0,7.5,5.1,6.2,13.3,1,2.7,,
663,Wurth,Germany,General industrials (272),10.70,-33.1,"8,816",3.8,0.1,4.7,5.4,6.5,65,6.1,,
664,Francotyp-Postalia,Germany,Industrial machinery (2757),10.68,-7.3,142,-1.9,7.5,6.0,6.9,-8.8,1,1.6,,
665,SolarWorld,Germany,Alternative energy (58),10.67,49.9,900,28.8,1.2,29.9,16.7,25.9,2,23.7,,
666,Obrascon Huarte Lain,Spain,Construction & materials (235),10.66,,"4,009",6.5,0.3,22.5,22.5,7.8,17,20.3,,
666,Skanditek,Sweden,Other financials (877),10.66,0.2,68,9.4,15.8,1.1,0.2,9.7,0,25.6,,
668,TT electronics,UK,Electrical components & equipment (2733),10.65,8.3,604,0.3,1.8,3.7,5.0,3.7,8,-2.2,,
669,Omega Pharma,Belgium,Pharmaceuticals (4577),10.59,36.3,811,-19.2,1.3,1.5,1.7,12.6,2,8.6,,
670,Infovista,France,Software (9537),10.58,31.4,45,12.6,23.6,1.6,2.1,1.8,0,7.2,,
671,Unibet,Malta,Travel & leisure (575),10.56,39.7,128,62.1,8.3,1.6,8.7,29.7,0,29.6,,
672,Lectra,France,Software (9537),10.55,-25.0,198,-8.5,5.3,1.1,1.9,-0.4,2,-2.1,,
673,Yule Catto,UK,Chemicals (135),10.52,11.9,659,12.7,1.6,3.2,3.2,4.7,2,-5.1,,
673,SpinVox,UK,Mobile telecommunications (657),10.52,133.8,2,217.9,493.9,101.4,189.6,"-1,754.9",0,231.8,,
675,Marzotto,Italy,Personal goods (376),10.50,-2.1,315,4.8,3.3,4.5,4.0,4.6,3,1.4,,
676,Napp Pharmaceutical  ,UK,Pharmaceuticals (4577),10.42,-45.0,181,13.0,5.7,2.8,6.1,13.8,1,1.1,,
677,National Grid,UK,"Gas, water & multiutilities (757)",10.34,-23.1,"16,262",35.2,0.1,20.1,25.9,16.8,28,19.8,,
677,Nationwide,UK,Other financials (877),10.34,117.2,"2,363",0.3,0.4,9.5,9.1,9.3,19,3.4,,
679,MessageLabs,UK,Computer services (9533),10.33,-4.0,97,2.3,10.7,7.9,18.8,-10.2,0,-35.3,,
680,IPTE,Belgium,Industrial machinery (2757),10.30,36.1,231,-9.4,4.5,3.9,2.6,1.6,2,9.0,,
681,Villeroy & Boch,Germany,Construction & materials (235),10.26,-0.7,841,-9.5,1.2,2.8,3.0,2.8,10,10.5,,
682,Hamburger Hafen Und Logistik,Germany,Industrial transportation (277),10.25,-7.0,"1,327",12.4,0.8,16.6,14.5,26.7,5,7.8,,
683,ARC International,UK,Semiconductors (9576),10.21,28.3,18,18.3,57.9,6.9,10.4,-54.6,0,22.2,,
684,Wavin,The Netherlands,Construction & materials (235),10.19,9.1,"1,581",-2.3,0.6,3.5,4.0,5.5,8,7.6,,
685,EVS Broadcast Equipment,Belgium,Electronic equipment (2737),10.16,45.1,111,16.9,9.2,2.6,1.9,59.7,0,20.0,,
686,Morgan Crucible,UK,Electrical components & equipment (2733),10.14,12.7,864,20.5,1.2,4.5,5.2,11.6,11,10.6,,
686,Weir,UK,Industrial machinery (2757),10.14,10.1,"1,418",26.6,0.7,3.8,3.7,12.4,9,12.1,,
688,Glanbia,Ireland,Food producers (357),10.13,8.8,"2,232",1.2,0.5,3.6,2.3,5.2,3,-14.9,,
689,FAES Farma,Spain,Biotechnology (4573),10.12,-8.4,194,4.4,5.2,3.5,2.5,13.2,1,-9.3,,
690,Avanquest Software,France,Software (9537),10.08,11.8,112,51.1,9.0,1.0,1.5,-8.4,1,33.5,,
691,Archimedes Pharma,UK,Pharmaceuticals (4577),10.04,44.5,20,318.9,50.8,1.7,2.8,-63.5,0,7.9,,
692,Paragon,Germany,Automobiles & parts (335),10.02,-11.7,109,-1.8,9.2,6.6,8.9,6.2,1,-1.6,,
692,Axis-Shield,UK,Biotechnology (4573),10.02,71.3,88,27.8,11.4,7.1,7.7,-2.4,1,7.7,,
694,Bioxell  ,Italy,Biotechnology (4573),10.01,1.8,0,-100.0,,,24.0,,0,,,
694,Perstorp,Sweden,Chemicals (135),10.01,19.6,"1,112",42.5,0.9,4.7,6.2,4.4,2,28.6,,
696,Baxi  ,UK,Construction & materials (235),10.00,-2.4,876,-7.9,1.1,2.0,2.1,2.7,5,-8.1,,
696,Mondi,UK,Forestry & paper (173),10.00,11.1,"6,345",1.2,0.2,11.9,6.8,1.1,33,-4.6,,
698,INDUS,Germany,General industrials (272),9.98,-16.8,942,1.3,1.1,4.8,5.1,8.9,6,1.5,,
699,Cardo,Sweden,Construction & materials (235),9.92,-9.9,905,6.9,1.1,1.4,1.9,9.2,6,1.3,,
700,Atria,Finland,Food producers (357),9.91,17.6,"1,357",6.7,0.7,7.2,10.6,2.9,6,3.2,,
700,Xchanging,UK,Support services (279),9.91,118.8,577,19.1,1.7,2.4,1.2,8.4,4,14.4,,
702,MITIE,UK,Support services (279),9.83,43.9,"1,574",8.2,0.6,1.1,1.4,5.1,50,4.4,,
703,Utimaco Safeware,Germany,Software (9537),9.82,-1.4,59,20.0,16.6,1.7,2.4,13.9,0,8.3,,
704,Trevi Finanziaria Industrial,Italy,Construction & materials (235),9.74,25.4,"1,036",26.8,0.9,11.3,6.2,12.4,6,16.4,,
705,Netia,Poland,Fixed line telecommunications (653),9.73,20.4,270,32.7,3.6,18.5,25.0,20.2,0,,,
705,PSI,Germany,Software (9537),9.73,11.8,129,4.6,7.6,1.4,1.2,4.2,1,6.3,,
707,Chemring,UK,Aerospace & defence (271),9.62,16.2,366,37.0,2.6,8.8,5.6,19.3,3,18.4,,
708,"SoftM Software und Beratung (now part of ComArch, Poland)",Germany,Computer services (9533),9.60,41.2,59,-28.4,16.2,1.0,1.3,-7.5,0,-1.3,,
709,Financiere De L'odet,France,Industrial transportation (277),9.50,5.6,"7,326",14.5,0.1,2.9,3.3,-0.1,34,5.8,,
710,Ricardo,UK,Support services (279),9.41,15.2,205,15.3,4.6,5.0,5.0,7.5,2,9.3,,
710,Vislink,UK,Telecommunications equipment (9578),9.41,19.7,105,2.5,9.0,2.3,1.8,0.9,1,12.4,,
712,De Beers,UK,General retailers (537),9.34,-18.4,"4,153",-1.7,0.2,0.3,0.3,0.9,1,-5.8,,
713,Intercytex,UK,Biotechnology (4573),9.32,-6.3,0,-83.3,"46,600.0",950.0,483.3,"-64,300.0",0,6.8,,
714,Lucite International  ,UK,Chemicals (135),9.31,0.0,878,3.3,1.1,11.9,7.9,5.8,2,-4.6,,
715,Ratos,Sweden,Other financials (877),9.28,325.7,"2,442",26.7,0.4,2.7,3.1,4.4,16,8.8,,
715,Cision,Sweden,Support services (279),9.28,-20.3,162,-4.2,5.7,2.5,1.6,-9.7,3,-5.2,,
717,Tipp24,Germany,Travel & leisure (575),9.23,129.6,336,-3.1,2.7,0.4,0.5,2.6,0,61.0,,
718,TiGenix,Belgium,Biotechnology (4573),9.22,19.4,0,-100.0,,,"1,063.6",,0,20.0,,
718,WaveLight,Germany,Health care equipment & services (453),9.22,6.8,97,10.5,9.5,2.6,0.8,5.0,0,-33.6,,
718,Aldata Solution,Finland,Software (9537),9.22,-40.4,70,-6.3,13.2,1.1,1.3,5.1,1,-13.6,,
721,Wirecard,Germany,Support services (279),9.21,24.5,197,46.7,4.7,0.2,0.5,24.9,0,-3.7,,
722,Head,The Netherlands,Leisure goods (374),9.20,-12.4,326,1.6,2.8,4.4,4.3,0.6,2,6.3,,
723,bwin Interactive Entertainment,Austria,Travel & leisure (575),9.17,115.8,332,18.5,2.8,3.9,4.7,-4.4,1,27.6,,
724,centrotherm photovoltaics,Germany,Electronic equipment (2737),9.13,166.2,375,125.4,2.4,8.1,2.6,11.1,1,300.8,,
725,Delcam,UK,Software (9537),9.09,12.2,34,10.7,26.7,1.6,5.7,5.0,1,12.4,,
726,MVV Energie,Germany,"Gas, water & multiutilities (757)",9.00,0.0,"2,636",16.7,0.3,7.2,6.4,12.4,6,-2.8,,
726,Auchan,France,General retailers (537),9.00,-25.0,"39,484",7.1,0.0,4.1,4.0,3.3,209,12.1,,
728,Hermle Berthold,Germany,Industrial machinery (2757),8.97,0.8,278,14.5,3.2,,4.6,24.8,1,6.0,,
729,Magix,Germany,Software (9537),8.90,-19.2,32,-1.7,27.7,1.3,2.4,6.5,0,-3.8,,
730,Plethora Solutions,UK,Pharmaceuticals (4577),8.86,4.5,7,23.5,120.4,,2.2,-196.1,0,-71.1,,
731,Prayon,Belgium,Chemicals (135),8.83,26.1,879,45.3,1.0,4.5,4.7,10.6,1,1.9,,
731,NIBE Industrier,Sweden,Household goods & home construction (372),8.83,-3.8,529,7.6,1.7,4.1,5.5,10.2,5,-3.0,,
733,Heraeus,Germany,Industrial metals & mining (175),8.80,-12.0,"15,914",30.5,0.1,,0.9,1.7,13,8.8,,
734,Telit Communications,UK,Telecommunications equipment (9578),8.78,1.4,60,-20.1,14.5,2.9,1.7,-3.8,0,14.1,,
735,Orc Software,Sweden,Software (9537),8.77,25.8,51,6.7,17.1,3.1,3.8,16.5,0,4.6,,
736,Amarin,UK,Biotechnology (4573),8.71,-26.4,0,-100.0,,,50.0,,0,38.9,,
737,Royal Cosun  ,The Netherlands,Food producers (357),8.70,16.0,"1,689",-1.4,0.5,3.9,5.8,5.1,4,-1.6,,
737,Royal Ten Cate,The Netherlands,General industrials (272),8.70,2.4,"1,033",16.4,0.8,4.5,6.9,7.3,4,10.4,,
737,Natuzzi  ,Italy,Household goods & home construction (372),8.70,-13.9,666,5.0,1.3,1.8,3.4,-7.4,8,-7.9,,
737,JC Decaux,France,Media (555),8.70,-17.9,"2,169",2.9,0.4,12.7,13.3,10.1,9,5.4,,
741,Lafuma,France,Personal goods (376),8.64,35.6,262,4.6,3.3,3.6,3.8,1.7,2,9.0,,
742,Austria Technologie & Systemtechnik,Austria,Electrical components & equipment (2733),8.59,-0.7,450,-7.4,1.9,10.8,22.8,-0.4,6,0.7,,
742,N Brown,UK,General retailers (537),8.59,24.0,685,6.9,1.3,1.6,1.4,14.4,3,2.3,,
742,NEOVIA Financial,UK,Other financials (877),8.59,107.5,55,-9.6,15.7,3.4,28.7,-12.9,0,,,
745,Montupet,France,Automobiles & parts (335),8.52,23.5,467,-4.5,1.8,8.1,13.0,-5.3,3,0.8,,
746,GERRY WEBER International,Germany,Personal goods (376),8.49,-10.9,570,12.4,1.5,2.5,2.4,10.9,2,12.0,,
747,Elexis,Germany,Industrial machinery (2757),8.43,2.8,171,5.8,4.9,3.2,4.2,14.3,1,6.3,,
748,Fiskars,Finland,Household goods & home construction (372),8.40,13.5,697,5.9,1.2,3.7,2.8,10.1,4,30.1,,
749,Oncomethylome Sciences,Belgium,Biotechnology (4573),8.38,0.7,1,66.7,598.6,16.4,85.7,-925.0,0,14.0,,
750,Etex,Belgium,Construction & materials (235),8.33,-4.6,"2,081",-2.3,0.4,10.7,8.9,8.9,15,1.5,,
751,Espirito Santo Financial,Luxembourg,Banks (835),8.32,35.7,"2,666",0.8,0.3,7.5,7.2,16.2,13,7.0,,
751,SDL,UK,Software (9537),8.32,49.6,164,35.2,5.1,1.5,1.2,12.0,2,12.3,,
753,Northern Foods,UK,Food producers (357),8.28,-15.8,"1,009",4.6,0.8,3.1,2.1,1.6,10,-8.1,,
754,VTI Technologies,Finland,Electronic equipment (2737),8.25,-4.2,68,-8.0,12.2,,,-4.5,1,6.4,,
755,Interpump,Italy,Industrial machinery (2757),8.18,375.6,425,-1.8,1.9,3.8,2.7,17.2,2,8.2,,
755,TELES,Germany,Internet (9535),8.18,37.7,24,-10.3,33.6,4.3,5.2,-58.9,0,-9.6,,
757,Quantel Holdings  ,UK,Electronic equipment (2737),8.12,2.5,46,8.5,17.8,1.6,0.7,3.4,0,-3.0,,
758,Beijer Electronics,Sweden,Electronic equipment (2737),8.10,108.2,116,32.4,7.0,1.2,1.0,9.0,1,28.3,,
759,SYGNIS Pharma,Germany,Biotechnology (4573),8.08,52.7,0,-23.1,"2,020.0",55.0,101.9,"-2,772.5",0,9.3,,
759,Jetter,Germany,Industrial machinery (2757),8.08,26.6,40,-2.0,20.1,4.5,9.5,2.7,0,8.2,,
761,Biotie Therapies,Finland,Biotechnology (4573),8.05,-0.9,5,-35.1,156.9,2.3,3.7,-105.1,0,16.7,,
762,Techem,Germany,Support services (279),8.04,-2.0,641,14.5,1.3,10.3,13.4,17.2,3,5.2,,
763,Swedish Match,Sweden,Tobacco (378),8.01,7.4,"1,197",4.9,0.7,2.5,3.7,22.9,12,-1.7,,
764,Basler,Germany,Electrical components & equipment (2733),8.00,15.4,57,9.6,14.2,1.5,2.9,6.0,0,-0.6,,
765,Avecia Holdings,UK,Biotechnology (4573),7.97,-25.2,68,-16.4,11.7,7.9,5.3,-22.3,1,1.7,,
765,Fugro,The Netherlands,"Oil equipment, services & distribution (57)",7.97,-7.9,"2,154",19.5,0.4,7.5,18.4,17.8,13,19.9,,
767,R Stahl,Germany,Electrical components & equipment (2733),7.94,0.3,221,4.5,3.6,4.2,4.2,9.7,1,7.2,,
768,Hoeft & Wessel,Germany,Industrial machinery (2757),7.85,13.1,98,-1.6,8.0,1.6,1.6,-4.0,1,0.0,,
769,Eurand  ,The Netherlands,Pharmaceuticals (4577),7.84,11.4,99,16.2,8.0,8.0,4.8,15.1,1,6.8,,
770,Innovation,UK,Software (9537),7.80,140.0,145,26.6,5.4,2.5,3.6,-2.6,2,13.3,,
771,Lombard Medical Technologies,UK,Health care equipment & services (453),7.79,18.2,2,94.2,385.6,10.9,13.5,-631.2,0,5.2,,
771,Fabasoft,Austria,Software (9537),7.79,5.7,20,-7.4,38.9,8.4,7.0,-12.4,0,-0.5,,
773,Norkom,Ireland,Software (9537),7.78,10.0,48,17.0,16.2,2.5,2.3,6.4,0,25.6,,
774,Aero Inventory,UK,Aerospace & defence (271),7.77,,317,78.1,2.5,0.7,,21.2,0,61.4,,
775,Munters,Sweden,Industrial machinery (2757),7.73,23.1,598,4.9,1.3,2.3,3.0,5.5,4,0.5,,
776,Wolford,Austria,Personal goods (376),7.69,-5.5,147,-6.5,5.2,7.5,3.8,0.9,2,-1.0,,
777,Senior,UK,Aerospace & defence (271),7.66,1.5,582,19.5,1.3,4.2,4.0,10.6,6,2.4,,
777,BSS,UK,Support services (279),7.66,15.7,"1,387",4.0,0.6,0.6,0.7,4.8,5,2.9,,
779,Portland Gas,UK,"Oil equipment, services & distribution (57)",7.65,,0,,,,,,0,,,
780,Gunnebo,Sweden,General retailers (537),7.64,-9.7,628,-1.7,1.2,1.4,1.3,4.1,6,-3.9,,
781,Mensch und Maschine Software,Germany,Software (9537),7.62,6.7,223,4.8,3.4,0.4,0.3,3.1,0,18.7,,
782,Anoto,Sweden,Computer hardware (9572),7.61,38.1,17,7.9,45.9,3.0,1.4,20.3,0,23.3,,
783,Gentium  ,Italy,Biotechnology (4573),7.60,-39.7,7,46.2,102.2,5.9,56.8,-283.9,0,-7.5,,
784,OctoPlus,The Netherlands,Biotechnology (4573),7.53,-29.3,17,243.6,44.6,69.4,102.2,-25.3,0,-7.1,,
785,Nexus,Germany,Software (9537),7.52,96.3,35,17.2,21.6,1.2,2.3,3.8,0,12.6,,
786,Efore,Finland,Electronic equipment (2737),7.51,29.3,78,-2.3,9.6,1.6,3.8,1.9,1,-16.8,,
787,Centrotec Sustainable,Germany,Chemicals (135),7.46,22.3,476,17.1,1.6,2.9,2.4,7.1,3,6.5,,
788,Wagon,UK,Automobiles & parts (335),7.45,-49.3,739,0.7,1.0,3.4,7.6,2.2,6,-14.2,,
789,Telegraaf Media Groep,The Netherlands,Media (555),7.41,3.5,722,-2.3,1.0,1.1,1.4,-27.4,3,-9.9,,
790,Ponsse,Finland,Commercial vehicles & trucks (2753),7.40,27.4,293,-5.5,2.5,4.0,3.2,4.4,1,19.2,,
791,Fiberweb,UK,Support services (279),7.34,-4.2,530,1.5,1.4,6.7,6.5,-5.4,2,-11.2,,
792,Cohort,UK,Aerospace & defence (271),7.32,28.9,81,37.6,9.0,0.6,0.9,8.5,1,37.5,,
793,KWH  ,Finland,General industrials (272),7.30,9.0,588,6.5,1.2,,,4.7,3,2.2,,
794,Cofide,Italy,General industrials (272),7.28,12.5,"4,215",1.9,0.2,8.4,4.8,8.6,12,9.8,,
795,Larox,Finland,Industrial machinery (2757),7.25,-2.3,208,31.4,3.5,0.6,0.7,8.1,1,22.7,,
796,Urenco,UK,Electricity (753),7.20,7.5,"1,130",10.3,0.6,74.7,51.4,40.8,3,25.2,,
797,Amtel-Vredestein,The Netherlands,Automobiles & parts (335),7.19,11.0,715,21.7,1.0,13.6,7.1,-14.3,10,-15.9,,
798,Leifheit,Germany,Household goods & home construction (372),7.17,7.2,280,1.3,2.6,1.8,2.7,1.7,2,8.3,,
799,Kingspan,Ireland,Construction & materials (235),7.10,-5.1,"1,673",-10.2,0.4,6.2,7.9,4.9,7,2.8,,
800,StatPro,UK,Software (9537),7.08,5.8,29,15.8,24.6,4.3,5.1,10.0,0,3.3,,
800,Velti,UK,Software (9537),7.08,100.6,52,164.0,13.5,3.0,3.1,14.1,0,95.8,,
802,Martin-Baker (Engineering)  ,UK,Aerospace & defence (271),7.02,-19.3,131,8.3,5.4,1.1,1.5,17.6,1,2.9,,
803,Sodra  ,Sweden,Forestry & paper (173),7.01,54.1,"1,532",-0.7,0.5,7.1,5.7,4.4,4,2.1,,
804,Sondagsavisen,Denmark,Media (555),7.00,24.6,205,-12.1,3.4,3.7,10.2,-6.3,1,-4.4,,
804,Txt E-Solutions,Italy,Software (9537),7.00,-6.3,53,-4.5,13.2,1.4,1.2,-2.2,1,5.5,,
804,Filtronic,UK,Telecommunications equipment (9578),7.00,-56.7,87,-35.8,8.0,2.7,12.6,-30.1,1,-64.3,,
807,Silence Therapeutics,UK,Biotechnology (4573),6.94,38.5,2,-45.3,303.1,6.1,7.6,-352.0,0,10.9,,
807,Tanfield,UK,Support services (279),6.94,139.3,151,18.2,4.6,0.7,2.5,-61.4,1,1.3,,
809,Automotive Components Europe,Luxembourg,Automobiles & parts (335),6.93,,94,9.9,7.3,6.2,3.4,6.1,1,30.7,,
810,Kewill,UK,Software (9537),6.92,13.1,55,4.8,12.6,3.0,2.4,3.7,1,-2.0,,
811,Photo-Me,UK,Leisure goods (374),6.90,-11.0,233,6.9,3.0,6.0,12.0,-4.1,1,-5.0,,
812,Epigenomics,Germany,Biotechnology (4573),6.89,-20.3,3,0.8,266.0,6.6,-1.9,-496.5,0,-19.8,,
812,Manutan International,France,Support services (279),6.89,-7.1,502,11.9,1.4,3.1,1.1,10.1,1,12.4,,
814,METabolic EXplorer,France,Chemicals (135),6.87,64.7,3,15.4,213.4,45.3,130.8,-77.0,0,38.2,,
815,Update Software,Austria,Software (9537),6.82,15.2,37,13.0,18.6,1.4,,11.7,0,3.3,,
816,Rosenbauer International,Austria,Commercial vehicles & trucks (2753),6.80,-3.4,500,17.4,1.4,2.4,1.6,7.3,2,8.1,,
816,Pfeiffer Vacuum Technology,Germany,Industrial machinery (2757),6.80,-5.4,198,3.1,3.4,5.2,3.4,26.0,1,5.0,,
816,Ubiquisys  ,UK,Telecommunications equipment (9578),6.80,66.3,0,,"22,666.7","2,066.7",,"-35,400.0",0,241.7,,
819,ExonHit Therapeutics  ,France,Biotechnology (4573),6.79,32.9,5,-3.5,131.1,6.2,1.1,-133.8,0,11.6,,
820,Augusta Technologie,Germany,Electrical components & equipment (2733),6.78,26.7,127,6.5,5.3,2.2,3.9,14.7,1,18.7,,
820,Cerep,France,Pharmaceuticals (4577),6.78,18.1,32,-34.5,20.9,4.0,3.7,-4.2,0,-7.9,,
822,Spirax-Sarco Engineering,UK,Industrial machinery (2757),6.75,4.0,520,20.4,1.3,5.4,3.4,16.6,4,6.0,,
823,Oxagen  ,UK,Biotechnology (4573),6.74,11.6,0,,,,,,0,0.0,,
823,Greencore,Ireland,Food producers (357),6.74,-19.4,"1,308",3.2,0.5,3.6,3.6,4.9,8,3.6,,
825,Zetex (now Diodes Zetex),UK,Semiconductors (9576),6.72,27.3,67,-3.8,10.1,3.2,1.9,8.0,1,-4.7,,
825,Global Graphics,France,Software (9537),6.72,-12.0,11,-31.8,60.2,2.1,2.3,-0.8,0,-6.3,,
827,Transitive  ,UK,Software (9537),6.71,15.5,3,-37.0,264.2,16.9,9.4,-311.0,0,9.8,,
828,Transcom Worldwide,Luxembourg,Support services (279),6.70,346.7,632,5.4,1.1,1.6,3.3,4.2,21,21.2,,
829,Affibody,Sweden,Biotechnology (4573),6.69,14.8,2,69.7,272.0,15.9,13.1,-301.6,0,4.3,,
830,ClearSpeed Technology,UK,Semiconductors (9576),6.65,5.7,1,-36.8,523.6,37.8,36.8,"-1,264.6",0,30.2,,
831,Chloride,UK,Electrical components & equipment (2733),6.63,27.7,338,22.1,2.0,1.5,1.5,13.0,2,38.6,,
832,Boiron,France,Pharmaceuticals (4577),6.54,14.5,467,7.5,1.4,4.9,4.1,11.9,4,0.6,,
833,Maconomy,Denmark,Software (9537),6.53,23.2,31,3.6,21.0,1.3,1.8,0.5,0,3.7,,
834,Archos,France,Leisure goods (374),6.52,-26.0,74,-27.4,8.8,1.3,0.3,-34.9,0,-21.5,,
835,Rocla,Finland,Commercial vehicles & trucks (2753),6.50,44.4,127,1.8,5.1,15.2,7.7,1.6,1,19.6,,
836,Cast,France,Software (9537),6.49,-1.1,30,-1.7,21.6,0.5,0.3,5.5,0,3.4,,
837,Manz Automation,Germany,Industrial machinery (2757),6.47,166.3,237,231.9,2.7,2.0,3.0,12.0,1,461.6,,
838,Sagentia,UK,Support services (279),6.44,2.4,30,26.6,21.4,2.6,0.9,-4.8,0,5.2,,
839,Provident Financial,UK,Other financials (877),6.41,,777,-19.9,0.8,1.1,2.2,17.2,3,-52.0,,
839,Minster Pharmaceuticals,UK,Pharmaceuticals (4577),6.41,43.1,0,,,,,,0,0.0,,
841,Gothaer Allgemeine Versicherung,Germany,Nonlife insurance (853),6.40,-31.9,"1,546",25.5,0.4,1.1,0.7,13.6,3,-0.2,,
842,Net Insight,Sweden,Telecommunications equipment (9578),6.39,12.1,25,19.9,25.6,4.6,3.9,13.8,0,8.6,,
843,Skanska,Sweden,Construction & materials (235),6.37,-6.6,"13,071",3.5,0.0,1.5,1.4,1.5,58,-4.3,,
844,Bavarian Nordic,Denmark,Biotechnology (4573),6.32,,28,-37.1,22.5,6.0,1.9,-100.3,0,5.5,,
845,Innovia Films  ,UK,Chemicals (135),6.27,-1.4,364,2.0,1.7,3.5,3.4,7.3,1,0.6,,
846,PV Crystalox Solar,UK,Electrical components & equipment (2733),6.25,43.7,284,4.0,2.2,29.3,9.9,51.8,0,19.5,,
847,"Genesys (now part of West, USA)",France,Fixed line telecommunications (653),6.24,-12.0,148,4.8,4.2,1.6,5.1,11.9,1,-5.9,,
848,Nanogate,Germany,Chemicals (135),6.22,100.0,12,16.8,51.2,24.2,12.8,3.0,0,17.2,,
848,GFI Informatique,France,Computer services (9533),6.22,2.0,689,8.8,0.9,0.6,0.6,3.9,8,6.3,,
850,BioDiesel International,Austria,Industrial machinery (2757),6.21,34.4,62,-20.0,10.1,0.4,0.3,4.7,0,35.1,,
850,PricewaterhouseCoopers,UK,Support services (279),6.21,200.0,"2,321",6.5,0.3,0.8,1.3,29.1,15,2.7,,
852,Langley,UK,Industrial machinery (2757),6.17,7.1,513,3.8,1.2,1.0,1.0,12.8,2,0.0,,
853,Dantherm,Denmark,Industrial machinery (2757),6.12,3.7,271,-31.7,2.3,2.5,1.2,0.3,2,-28.4,,
854,McBride,UK,Household goods & home construction (372),6.10,13.4,725,18.4,0.8,3.7,3.3,3.1,5,9.1,,
854,COR,Germany,Software (9537),6.10,32.6,59,42.4,10.4,1.8,1.7,11.2,0,32.8,,
856,Spyker Cars,The Netherlands,Automobiles & parts (335),6.08,-14.8,8,-82.6,77.5,6.9,7.2,-278.2,0,-20.5,,
856,Kaessbohrer Gelaendefahrzeug,Germany,Industrial machinery (2757),6.08,-1.9,176,-4.2,3.5,,,8.3,0,4.0,,
858,JCB Compact Products  ,UK,Commercial vehicles & trucks (2753),6.07,-29.4,269,17.4,2.3,1.4,3.0,-0.3,1,7.7,,
859,Stratec Biomedical System,Germany,Health care equipment & services (453),6.03,-4.1,61,-9.7,9.9,2.3,2.3,18.2,0,17.0,,
860,Astex Therapeutics,UK,Biotechnology (4573),6.01,-50.2,8,39.4,73.2,1.2,11.4,-114.9,0,-17.3,,
861,ClinPhone (now part of Parexel International),UK,Health care equipment & services (453),6.00,115.8,49,9.8,12.3,3.2,5.5,-3.3,1,17.3,,
861,CEAG (now FRIWO),Germany,Telecommunications equipment (9578),6.00,-6.3,315,-10.4,1.9,2.1,3.7,3.9,18,-14.0,,
861,Sodexo,France,Travel & leisure (575),6.00,0.0,"13,611",1.7,0.0,1.3,1.4,5.1,355,3.7,,
864,CAF,Spain,Commercial vehicles & trucks (2753),5.99,648.8,"1,005",14.9,0.6,5.2,3.6,10.0,5,10.1,,
865,Bene,Austria,Household goods & home construction (372),5.95,39.0,265,5.1,2.2,6.1,5.5,4.2,1,2.1,,
865,Summit,UK,Pharmaceuticals (4577),5.95,-31.6,2,-39.6,314.8,44.4,68.4,"-1,337.6",0,5.2,,
867,Elica,Italy,Household goods & home construction (372),5.94,-17.5,385,-11.3,1.5,3.5,3.4,0.3,2,4.9,,
