eu_rank,company, country,industrial_sector,rnd_eur_million, rnd_1_year_growth_%,sales_eur_million,sales_1_year_growth_%,rnd_intensity_%,capex_eur_million,capex_1_year_growth_%,profitability_%,employees,employees_1_year_growth_%,,
425,Wacker Neuson,Germany,Industrial machinery (2757),24.95,-4.5,597,-31.4,4.2,6.1,10.4,-19.2,3,-12.9,,
426,Nexter,France,Aerospace & defence (271),24.80,37.8,579,-1.4,4.3,2.7,2.7,11.7,3,,,
427,Barilla,Italy,Food producers (357),24.72,-29.3,"4,535",6.8,0.5,3.3,5.1,4.7,16,-14.1,,
428,Q-Cells,Germany,Alternative energy (58),24.70,-19.0,802,-35.9,3.1,34.9,27.2,-102.9,3,25.7,,
429,CHR Hansen,Denmark,Pharmaceuticals (4577),24.57,-7.2,514,-2.0,4.8,3.2,11.7,20.7,2,-8.9,,
430,Severn Trent,UK,"Gas, water & multiutilities (757)",24.54,15.3,"1,918",3.8,1.3,30.6,28.9,29.6,9,0.2,,
431,Glen Electric ,UK,Household goods & home construction (372),24.47,8.3,991,9.3,2.5,2.1,1.7,7.6,6,-4.3,,
432,BIC,France,Household goods & home construction (372),24.22,-13.7,"1,563",10.0,1.5,3.0,5.3,13.4,10,25.7,,
433,Halma,UK,Electronic equipment (2737),24.05,-6.7,517,0.7,4.7,2.1,3.3,18.3,4,-8.2,,
434,Pohjolan Voima ,Finland,Electricity (753),24.00,8.1,988,7.5,2.4,90.0,83.1,-4.3,1,1.2,,
434,Metsaliitto,Finland,Forestry & paper (173),24.00,-4.0,"4,837",-37.3,0.5,3.2,3.9,-8.8,15,-13.2,,
436,Eppendorf,Germany,Health care equipment & services (453),23.88,-1.0,433,5.6,5.5,,,16.7,2,1.7,,
437,Gothaer,Germany,Nonlife insurance (853),23.80,88.9,"3,244",-29.3,0.7,0.7,0.5,3.2,5,-2.6,,
438,Homag,Germany,Industrial machinery (2757),23.76,-10.0,524,-38.8,4.5,3.9,2.6,-3.8,5,-2.3,,
439,Croda International,UK,Chemicals (135),23.75,19.9,"1,064",-5.7,2.2,4.2,5.2,10.3,4,-2.4,,
439,Edwards,UK,Industrial machinery (2757),23.75,-25.2,431,-24.9,5.5,2.1,3.4,-7.3,3,-16.6,,
441,Duerr,Germany,Industrial machinery (2757),23.70,-1.5,"1,078",-32.8,2.2,1.1,0.6,0.6,6,-2.9,,
441,Anglo American,UK,Mining (177),23.70,-5.6,"14,537",-20.7,0.2,25.1,21.8,13.5,107,1.9,,
443,Wanderer-Werke,Germany,Industrial machinery (2757),23.69,17.8,552,-4.5,4.3,1.6,2.3,-9.8,4,-1.9,,
444,AVEVA,UK,Software (9537),23.58,-23.4,167,-9.6,14.1,1.0,2.2,33.2,1,0.7,,
445,Posten Norden,Sweden,Industrial transportation (277),23.43,860.2,"4,267",41.8,0.5,3.5,3.6,7.1,47,46.6,,
446,Arcandor,Germany,General retailers (537),23.36,-40.3,"20,025",24.7,0.1,4.2,0.8,-2.2,86,6.4,,
447,BE Semiconductor Industries,The Netherlands,Semiconductors (9576),23.25,48.0,148,-1.0,15.7,1.3,5.0,4.4,1,10.5,,
448,LKAB,Sweden,Mining (177),23.13,-23.1,"1,128",-50.0,2.1,30.7,20.4,5.7,4,-7.5,,
449,Symphogen,Denmark,Biotechnology (4573),23.01,11.5,5,-21.1,500.3,22.9,44.4,-557.4,0,-9.2,,
450,Pharming,The Netherlands,Biotechnology (4573),22.70,12.2,0,857.1,"6,776.7",92.2,825.7,"-8,540.0",0,23.4,,
451,Old Mutual,UK,Life insurance (857),22.51,-75.6,"20,726",-592.0,0.1,0.7,-2.6,1.6,54,-5.0,,
452,Exact,The Netherlands,Software (9537),22.36,6.2,233,-10.9,9.6,1.9,1.1,19.5,2,-8.1,,
453,IBS,Sweden,Software (9537),22.32,11.4,178,-10.6,12.6,0.5,0.8,-18.1,1,-29.0,,
454,Fuchs Petrolub,Germany,Chemicals (135),22.20,-2.2,"1,178",-15.5,1.9,2.4,3.1,15.3,4,-7.2,,
455,Saft,France,Electrical components & equipment (2733),22.00,4.3,559,-8.2,3.9,3.0,3.7,9.8,4,-4.3,,
456,GfK,Germany,Support services (279),21.80,-5.1,"1,165",-4.6,1.9,2.8,2.8,8.0,10,8.1,,
457,Itella,Finland,Industrial transportation (277),21.70,-4.0,"1,820",-6.8,1.2,12.1,6.9,2.6,30,7.3,,
458,Topdanmark,Denmark,Nonlife insurance (853),21.64,335.2,"1,596",-8.6,1.4,0.7,0.8,15.7,3,2.3,,
459,Ahlstrom,Finland,Chemicals (135),21.60,-9.2,"1,596",-11.4,1.4,4.0,6.6,-1.1,6,-7.9,,
459,Indesit,Italy,Household goods & home construction (372),21.60,16.8,"2,613",-17.2,0.8,1.7,3.6,4.4,16,-6.0,,
461,BRE Bank,Poland,Banks (835),21.53,4.4,694,-0.2,3.1,5.3,9.1,7.3,7,7.0,,
462,Obrascon Huarte Lain,Spain,Construction & materials (235),21.39,100.7,"4,390",9.5,0.5,24.1,22.5,10.1,21,26.5,,
462,National Grid,UK,"Gas, water & multiutilities (757)",21.39,90.0,"15,743",-11.0,0.1,22.5,20.1,23.3,28,-0.5,,
464,Konecranes,Finland,Industrial machinery (2757),21.30,16.4,"1,671",-20.5,1.3,1.5,1.0,5.6,10,6.4,,
465,Atlantia,Italy,Industrial transportation (277),21.23,18.6,"3,611",26.6,0.6,29.7,34.6,44.4,10,1.8,,
466,Teollisuuden Voima,Finland,Electricity (753),21.20,2.9,305,18.7,6.9,274.5,232.6,1.3,1,2.8,,
467,Boliden,Sweden,Mining (177),21.18,-42.3,"2,698",-10.8,0.8,17.8,14.9,13.1,4,-5.0,,
468,Melexis,Belgium,Semiconductors (9576),21.03,-11.7,129,-30.5,16.3,7.5,5.2,-4.2,1,-10.0,,
469,Bull,France,Computer hardware (9572),21.00,-8.7,"1,110",-2.0,1.9,1.5,1.2,1.2,8,-3.4,,
470,Industrial and Financial Systems,Sweden,Software (9537),20.99,6.4,253,2.8,8.3,0.6,1.0,7.6,3,0.7,,
471,Evotec,Germany,Pharmaceuticals (4577),20.94,-50.8,43,7.7,49.0,5.2,8.8,-97.9,0,7.8,,
472,Enrichment Technology,UK,Industrial machinery (2757),20.93,44.8,268,-22.9,7.8,32.8,25.9,0.3,2,14.6,,
473,LeasePlan,The Netherlands,Other financials (877),20.92,27.1,"5,990",577.0,0.3,66.5,625.0,3.4,6,-0.8,,
474,Austria Technologie & Systemtechnik,Austria,Electrical components & equipment (2733),20.68,140.8,372,-17.3,5.6,5.4,10.8,-7.5,6,-11.1,,
475,Cez,Czech Republic,Electricity (753),20.64,91.9,"7,436",8.1,0.3,11.4,11.2,34.5,31,13.0,,
476,Same Deutz-Fahr ,Italy,Commercial vehicles & trucks (2753),20.57,-23.8,876,-28.1,2.3,1.7,2.0,-4.4,3,-0.5,,
477,K+S,Germany,Chemicals (135),20.52,4.6,"3,574",-25.5,0.6,4.9,5.2,6.5,13,6.8,,
478,Active Biotech,Sweden,Biotechnology (4573),20.37,3.6,1,-79.2,"1,938.1",37.6,12.2,"-2,039.3",0,0.0,,
478,Kofax,UK,Software (9537),20.37,4.0,209,9.3,9.7,1.5,1.7,3.9,1,-1.3,,
480,Renovo,UK,Biotechnology (4573),20.34,-2.6,6,-33.4,356.8,6.9,43.1,-454.4,0,-5.0,,
481,888,UK,Travel & leisure (575),20.26,-11.0,172,-4.0,11.8,3.4,3.4,11.1,1,7.1,,
482,Eniro,Sweden,Media (555),20.21,27.8,642,-1.0,3.1,0.7,0.9,10.5,5,4.8,,
483,Force India Formula One ,UK,Travel & leisure (575),20.16,-6.8,42,27.3,48.4,7.6,8.0,-87.9,0,13.4,,
484,RHI,Austria,Industrial machinery (2757),20.10,-8.2,"1,237",-23.0,1.6,3.0,4.4,4.7,7,-6.5,,
485,austriamicrosystems,Austria,Semiconductors (9576),19.98,-22.0,137,-25.7,14.6,7.4,6.5,-18.8,1,-3.7,,
486,bwin Interactive Entertainment,Austria,Travel & leisure (575),19.88,116.8,356,7.2,5.6,3.5,3.9,13.5,1,11.3,,
487,Transgene,France,Biotechnology (4573),19.83,9.1,6,24.4,357.1,72.9,411.4,-604.5,0,1.7,,
488,Seco Tools,Sweden,Industrial machinery (2757),19.82,-10.2,477,-25.2,4.2,6.6,11.1,6.3,5,-9.9,,
489,MGI Coutier,France,Automobiles & parts (335),19.70,-6.6,358,-14.7,5.5,2.4,3.6,6.1,4,-1.6,,
490,Santaris Pharma,Denmark,Biotechnology (4573),19.54,-32.3,10,8.8,200.3,1.6,10.6,-136.3,0,-23.0,,
491,Hunter Douglas,The Netherlands,Household goods & home construction (372),19.52,-20.0,"1,656",-19.2,1.2,2.7,4.5,3.9,17,-12.6,,
491,SSAB,Sweden,Industrial metals & mining (175),19.52,-20.0,"2,913",-52.1,0.7,6.4,4.2,-6.5,8,-9.1,,
493,Bioinvent,Sweden,Biotechnology (4573),19.21,-3.6,8,-68.0,244.0,1.6,3.0,-222.6,0,6.1,,
494,A-Tec Industries,Austria,Industrial machinery (2757),19.15,-5.1,"3,009",-9.3,0.6,1.9,3.4,4.9,12,-4.8,,
495,Diageo,UK,Beverages (353),19.13,0.0,"10,480",15.1,0.2,3.3,4.3,27.9,24,-0.4,,
495,NATS,UK,Industrial transportation (277),19.13,-35.1,864,3.3,2.2,14.2,14.3,17.1,5,-1.4,,
497,Eureko,The Netherlands,Life insurance (857),19.00,-50.0,"23,671",35.0,0.1,0.4,0.7,6.4,24,-5.0,,
497,Talanx,Germany,Nonlife insurance (853),19.00,-44.1,"19,868",13.4,0.1,0.7,0.9,7.1,18,2.4,,
499,James Hardie Industries ,Ireland,Construction & materials (235),18.89,13.9,784,-6.5,2.4,4.5,2.2,-1.3,3,8.9,,
500,B&C Industrieholding,Austria,Other financials (877),18.80,2.7,"2,079",2.9,0.9,8.8,7.9,9.7,14,0.7,,
501,Xchanging,UK,Support services (279),18.77,74.1,845,34.5,2.2,1.8,2.4,3.3,9,97.0,,
502,Thrane & Thrane,Denmark,Telecommunications equipment (9578),18.74,-8.8,141,-14.9,13.3,1.0,1.0,10.9,1,-12.4,,
503,Miba,Austria,Automobiles & parts (335),18.70,-2.1,312,-16.8,6.0,6.2,11.4,4.3,3,-8.5,,
504,TDC,Denmark,Fixed line telecommunications (653),18.68,10.3,"5,104",-2.2,0.4,10.5,10.6,16.9,13,-19.5,,
505,Demag Cranes,Germany,Industrial machinery (2757),18.63,5.9,"1,048",-14.5,1.8,1.4,1.7,1.3,6,3.2,,
506,Danieli,Italy,Industrial machinery (2757),18.50,-47.1,"2,018",-23.1,0.9,5.6,6.5,6.5,8,8.0,,
506,Intec Telecom Systems,UK,Software (9537),18.50,10.5,189,23.6,9.8,2.1,1.4,14.0,2,1.8,,
508,Vossloh,Germany,Commercial vehicles & trucks (2753),18.40,7.0,"1,174",-14.4,1.6,2.6,2.1,11.1,5,1.8,,
509,Napp Pharmaceutical ,UK,Pharmaceuticals (4577),18.36,45.9,259,13.5,7.1,3.5,6.2,7.9,1,2.5,,
510,Terma ,Denmark,Aerospace & defence (271),18.33,-8.7,150,5.3,12.2,7.7,7.4,0.2,1,6.6,,
511,BAUER,Germany,Construction & materials (235),18.21,-7.8,"1,097",-15.1,1.7,12.5,10.9,7.6,9,2.3,,
512,Otto,Germany,General retailers (537),18.17,23.2,"10,465",-9.7,0.2,2.0,2.3,0.7,52,1.6,,
513,Telekomunikacja Polska,Poland,Fixed line telecommunications (653),18.02,21.3,"4,033",-8.8,0.4,10.0,11.7,12.4,28,-4.7,,
514,Valio ,Finland,Food producers (357),18.00,11.1,"1,787",-3.1,1.0,8.0,8.3,2.2,4,0.8,,
514,Outokumpu,Finland,Industrial metals & mining (175),18.00,-10.0,"2,642",-54.0,0.7,9.3,5.2,-17.6,8,-7.1,,
516,Ellaktor,Greece,Construction & materials (235),17.96,517.1,"2,269",18.6,0.8,4.7,8.3,10.0,5,-9.7,,
517,Outotec,Finland,Industrial machinery (2757),17.90,-11.4,878,-27.9,2.0,1.7,0.9,6.5,3,5.2,,
518,WET Automotive Systems,Germany,Automobiles & parts (335),17.83,-10.2,158,-6.8,11.3,1.6,3.0,0.8,4,-6.8,,
519,Muhlbauer,Germany,Semiconductors (9576),17.68,-0.1,160,-7.0,11.0,6.5,7.3,5.5,2,3.0,,
520,Unibel,France,Food producers (357),17.61,-4.6,"2,221",0.2,0.8,2.6,4.6,6.7,12,-2.6,,
521,Singulus Technologies,Germany,Industrial machinery (2757),17.60,-12.3,115,-44.7,15.3,4.9,1.2,-63.7,1,-14.6,,
522,Vacon,Finland,Electrical components & equipment (2733),17.56,3.3,272,-7.2,6.5,2.8,2.8,8.3,1,8.8,,
523,Ark Therapeutics,UK,Biotechnology (4573),17.52,-5.5,3,218.9,525.0,9.2,765.5,-752.8,0,-5.2,,
524,Kapsch TrafficCom,Austria,Support services (279),17.50,23.1,216,7.9,8.1,1.8,8.7,18.4,1,8.4,,
525,Manitou BF,France,Commercial vehicles & trucks (2753),17.42,-23.0,684,-46.5,2.5,2.2,2.9,-21.5,3,-20.4,,
526,Psion,UK,Computer hardware (9572),17.35,12.6,191,-14.7,9.1,1.5,2.1,-1.6,1,-21.7,,
527,MediGene,Germany,Biotechnology (4573),17.32,-30.9,38,13.0,45.7,0.8,0.9,-57.3,0,-24.7,,
528,Eurand ,The Netherlands,Pharmaceuticals (4577),17.22,19.6,121,22.4,14.3,5.2,8.0,-3.8,1,10.1,,
529,Soitec,France,Semiconductors (9576),17.19,5.6,209,-2.2,8.2,3.2,4.1,-16.2,1,-11.1,,
530,Micronic Laser Systems (now Micronic Mydata),Sweden,Semiconductors (9576),17.15,-0.3,81,45.8,21.2,0.4,1.5,-17.6,1,54.0,,
531,Sword,France,Computer services (9533),17.08,-1.4,181,-12.2,9.5,1.1,1.7,17.6,1,-9.4,,
532,Clipper Windpower,UK,Electricity (753),16.88,12.5,518,0.8,3.3,1.8,2.8,-32.2,1,6.5,,
533,Terna,Italy,Electricity (753),16.70,,"1,516",13.5,1.1,56.7,55.9,48.1,4,-4.9,,
534,Schaltbau,Germany,Commercial vehicles & trucks (2753),16.64,-1.1,270,-3.7,6.2,2.5,1.6,8.4,2,3.4,,
535,Vetoquinol,France,Pharmaceuticals (4577),16.53,19.0,252,7.6,6.6,2.0,2.3,10.2,2,7.9,,
536,Aliaxis,Belgium,Construction & materials (235),16.50,-12.5,"1,921",-15.8,0.9,3.0,4.6,6.2,15,-7.8,,
536,LISI,France,Industrial machinery (2757),16.50,6.5,695,-17.7,2.4,6.2,7.5,3.2,7,-6.7,,
536,Orexo,Sweden,Pharmaceuticals (4577),16.50,-26.8,23,1.2,71.6,1.1,2.7,-42.0,0,0.8,,
539,RM,UK,Software (9537),16.47,11.0,390,19.8,4.2,2.3,3.6,4.5,3,14.2,,
540,Seton House ,UK,Aerospace & defence (271),16.43,-39.2,408,9.0,4.0,1.9,2.1,-5.6,4,13.3,,
541,Q-Med,Sweden,Health care equipment & services (453),16.38,-27.4,133,7.2,12.3,10.3,15.3,18.5,1,-8.5,,
541,Inmarsat,UK,Mobile telecommunications (657),16.38,205.2,724,4.2,2.3,12.0,21.1,34.2,1,0.9,,
543,Kesa Electricals,UK,General retailers (537),16.32,6.0,"5,576",0.9,0.3,2.0,2.1,-1.2,27,-1.1,,
544,Nolato,Sweden,Chemicals (135),16.30,-21.6,254,-7.9,6.4,5.2,5.6,6.1,4,-4.9,,
544,Huhtamaki,Finland,General industrials (272),16.30,3.2,"2,038",-9.8,0.8,2.5,3.1,6.1,14,-8.7,,
546,Intrum Justitia,Sweden,Other financials (877),16.27,22.1,403,12.2,4.0,1.1,1.0,14.3,3,1.6,,
547,Deutsche Bahn,Germany,Travel & leisure (575),16.00,0.0,"29,335",-12.3,0.1,21.8,20.0,5.0,248,0.1,,
548,G4S,UK,Support services (279),15.98,25.7,"7,934",14.4,0.2,2.6,2.7,5.7,593,5.5,,
549,DSG International,UK,General retailers (537),15.87,"1,181.9","9,616",1.5,0.2,1.9,1.3,1.8,39,0.1,,
550,Actia,France,Electronic equipment (2737),15.84,-6.0,224,-14.4,7.1,2.2,2.4,-1.7,2,3.0,,
551,Engineering Ingegneria Informatica,Italy,Computer services (9533),15.80,,716,-0.3,2.2,1.2,1.7,8.3,6,-4.2,,
551,DiaSorin,Italy,Pharmaceuticals (4577),15.80,5.5,304,24.3,5.2,6.6,5.9,34.3,1,11.3,,
553,Biocompatibles International,UK,Health care equipment & services (453),15.74,24.4,30,50.2,52.7,5.8,3.3,-29.5,0,34.4,,
554,Veritas ,Germany,Automobiles & parts (335),15.71,-22.9,377,-12.7,4.2,2.5,5.6,1.1,3,-10.6,,
555,Roth & Rau,Germany,Alternative energy (58),15.70,319.8,198,-27.3,7.9,3.7,3.3,6.8,1,48.0,,
556,Morgan Crucible,UK,Electrical components & equipment (2733),15.64,41.8,"1,061",12.9,1.5,1.5,4.5,6.2,10,-7.8,,
556,Fives ,France,Industrial machinery (2757),15.64,2.7,"1,283",-5.2,1.2,1.2,2.0,0.5,6,-2.9,,
558,Perstorp,Sweden,Chemicals (135),15.62,45.5,"1,224",2.6,1.3,4.2,4.7,-2.2,2,4.9,,
559,VocaLink ,UK,Support services (279),15.53,-53.8,186,4.5,8.3,4.2,6.9,2.1,1,5.8,,
560,Uponor,Finland,Construction & materials (235),15.50,-16.7,734,-23.4,2.1,3.0,3.6,4.5,3,-18.6,,
561,Vanderlande Industries ,The Netherlands,Industrial machinery (2757),15.48,4.7,549,-16.3,2.8,2.2,1.9,7.8,2,8.0,,
562,CMC Markets,UK,Other financials (877),15.31,-2.2,217,6.5,7.0,3.6,5.9,-6.9,1,16.9,,
563,Sepura,UK,Telecommunications equipment (9578),15.21,-11.7,89,6.4,17.1,0.9,2.4,12.2,0,-1.6,,
564,Faiveley Transport,France,Commercial vehicles & trucks (2753),15.20,2.3,876,2.8,1.7,1.1,1.2,13.5,5,5.3,,
564,YIT,Finland,Construction & materials (235),15.20,-20.0,"3,452",-12.4,0.4,0.6,0.2,4.8,24,-2.2,,
564,Fimalac,France,Other financials (877),15.20,-14.8,559,-4.7,2.7,11.8,12.3,18.1,3,-2.3,,
567,Geox,Italy,Personal goods (376),15.13,-0.9,865,-3.1,1.7,3.5,6.1,13.5,3,-22.2,,
567,Archimedes Pharma,UK,Pharmaceuticals (4577),15.13,-21.2,24,2.7,64.1,2.3,2.1,-99.5,0,22.1,,
569,DSV,Denmark,Industrial transportation (277),15.05,143.5,"4,849",-3.6,0.3,1.4,2.0,2.7,22,8.3,,
570,Franz Haniel & Cie,Germany,Food & drug retailers (533),15.00,0.0,"24,524",-10.3,0.1,0.9,1.2,1.2,53,-6.6,,
571,Hansen Transmissions International,Belgium,Alternative energy (58),14.94,12.2,532,-12.6,2.8,14.9,36.4,-1.2,2,-10.7,,
572,SSL International,UK,Personal goods (376),14.86,11.9,903,24.9,1.6,1.2,4.3,15.7,9,71.2,,
573,Basware,Finland,Software (9537),14.78,-4.7,93,7.6,16.0,0.4,0.8,12.8,1,8.4,,
574,Oxford Instruments,UK,Electronic equipment (2737),14.74,-19.6,238,2.4,6.2,1.7,1.7,4.8,1,-12.4,,
574,Vitec,UK,Industrial machinery (2757),14.74,4.8,355,-6.7,4.2,4.3,4.9,0.8,2,-11.6,,
574,Cattles,UK,Other financials (877),14.74,-27.6,631,-31.8,2.3,2.1,0.9,-132.9,5,9.8,,
577,Elektrobit,Finland,Electronic equipment (2737),14.71,-62.2,154,-10.7,9.6,1.5,3.3,-2.1,2,-10.1,,
578,ITV,UK,Media (555),14.63,-35.0,"2,115",-7.4,0.7,0.7,1.0,10.1,5,-19.3,,
579,Constantia Packaging,Austria,General industrials (272),14.60,-0.2,"1,704",-18.1,0.9,4.2,5.9,8.2,8,-5.0,,
580,Tecnomen Lifetree,Finland,Telecommunications equipment (9578),14.51,-6.1,53,-31.0,27.2,2.3,1.4,-27.7,1,85.8,,
581,Velti ,UK,Software (9537),14.49,104.6,63,19.5,23.1,0.7,3.0,12.5,0,24.1,,
582,OMV,Austria,Oil & gas producers (53),14.44,5.8,"17,917",-29.9,0.1,11.2,12.1,8.0,37,-9.1,,
583,MBDA,UK,Aerospace & defence (271),14.41,40.7,812,32.7,1.8,2.4,3.0,4.4,3,5.9,,
584,Recticel,Belgium,Chemicals (135),14.19,-20.0,"1,277",-17.9,1.1,1.7,2.9,2.3,9,-13.4,,
585,Arup ,UK,Support services (279),14.18,21.2,"1,000",22.5,1.4,3.2,4.4,5.2,10,15.9,,
586,Tekla,Finland,Software (9537),14.17,-3.8,50,-15.0,28.3,1.3,1.3,13.0,0,6.0,,
587,ESI,France,Software (9537),14.16,-1.8,75,7.1,18.8,1.2,2.0,6.1,1,12.5,,
588,Leica Camera,Germany,Leisure goods (374),14.11,-9.3,158,18.0,8.9,4.6,9.7,4.4,1,2.4,,
589,Nutreco,The Netherlands,Food producers (357),14.10,-6.6,"4,512",-8.7,0.3,1.1,1.7,3.1,9,-3.3,,
590,Omega Pharma,Belgium,Pharmaceuticals (4577),14.00,32.3,814,0.3,1.7,0.5,1.5,12.1,2,-4.8,,
591,Carraro,Italy,Automobiles & parts (335),13.99,-5.5,487,-49.9,2.9,4.2,5.4,-10.2,4,-14.1,,
592,TKH,The Netherlands,Electrical components & equipment (2733),13.98,6.1,724,-24.9,1.9,1.5,3.4,1.8,4,-8.2,,
593,Tessenderlo,Belgium,Chemicals (135),13.90,-2.8,"2,094",-24.3,0.7,5.4,3.4,-7.3,8,1.1,,
594,Radiall,France,Telecommunications equipment (9578),13.88,0.8,160,-19.6,8.7,3.5,7.8,-7.9,2,-30.2,,
595,IDS Scheer,Germany,Software (9537),13.87,-3.0,350,-12.2,4.0,0.5,0.8,7.5,3,-10.4,,
596,Newron Pharmaceuticals,Italy,Biotechnology (4573),13.86,9.0,1,-64.1,"1,465.3",6.8,9.6,"-2,764.5",0,4.2,,
597,Gewiss,Italy,Electrical components & equipment (2733),13.81,-13.7,276,-18.4,5.0,3.6,3.6,10.4,2,-5.9,,
597,SAES Getters,Italy,Electronic equipment (2737),13.81,-21.8,130,-18.7,10.6,5.6,6.9,-11.3,1,-1.4,,
599,De La Rue,UK,Support services (279),13.73,-17.0,632,-10.1,2.2,7.4,4.6,19.4,4,-0.3,,
600,WMF,Germany,Household goods & home construction (372),13.68,-1.9,800,0.5,1.7,2.7,2.9,4.6,6,-0.2,,
601,Anite,UK,Computer services (9533),13.62,-30.2,134,-24.4,10.2,3.2,2.4,8.3,1,-34.1,,
602,Standard Life,UK,Life insurance (857),13.51,-33.3,"20,065",-214.4,0.1,0.1,-1.8,1.1,10,-2.1,,
602,ProStrakan,UK,Pharmaceuticals (4577),13.51,13.2,89,40.8,15.2,0.1,0.5,-13.8,0,8.8,,
604,Beta Systems Software,Germany,Software (9537),13.49,2.6,81,-10.3,16.6,0.7,0.7,1.7,1,3.5,,
605,"Metris (now Nikon Metrology) (now part of Nikon, Japan)",Belgium,Electronic equipment (2737),13.45,48.4,87,-5.9,15.4,8.0,6.8,-12.8,1,-18.6,,
606,Sperian Protection,France,General industrials (272),13.42,-3.5,660,-12.1,2.0,2.1,3.2,7.1,6,-6.3,,
607,Isagro,Italy,Chemicals (135),13.38,-2.6,193,-9.3,6.9,1.3,1.4,-1.3,1,1.6,,
608,AGRANA,Austria,Food producers (357),13.35,6.8,"1,989",-1.8,0.7,2.3,3.3,4.4,8,-3.8,,
609,Prima Industrie,Italy,Industrial machinery (2757),13.32,-32.3,232,-36.9,5.7,0.5,1.8,-2.6,1,-12.0,,
610,Oxford Biomedica,UK,Pharmaceuticals (4577),13.28,-47.5,22,4.0,61.7,1.3,0.8,-30.1,0,-18.8,,
611,KMD ,Denmark,Computer services (9533),13.20,19.6,514,10.1,2.6,2.8,4.7,4.1,3,6.5,,
611,Schouw,Denmark,General industrials (272),13.20,-7.1,"1,196",-12.8,1.1,2.3,3.3,3.5,3,-10.9,,
613,Enea,Sweden,Software (9537),13.19,-9.1,76,-15.2,17.4,0.6,1.9,-0.5,1,-8.4,,
614,Domino Printing Sciences,UK,Electronic equipment (2737),13.13,-15.0,288,1.1,4.6,1.9,1.9,11.4,2,-7.4,,
615,Royal Ten Cate,The Netherlands,General industrials (272),13.10,50.6,842,-18.4,1.6,1.6,4.5,3.0,4,-14.2,,
616,OHB Technology,Germany,Aerospace & defence (271),13.00,-22.0,287,23.5,4.5,3.0,2.6,6.3,1,9.7,,
616,Tarkett ,France,Construction & materials (235),13.00,-14.5,"2,069",-0.9,0.6,5.5,,1.9,9,-3.2,,
616,Sequana,France,Forestry & paper (173),13.00,8.3,"4,200",-18.4,0.3,1.2,1.0,1.4,13,-14.9,,
616,TNT,The Netherlands,Industrial transportation (277),13.00,-64.9,"10,278",-6.4,0.1,1.9,2.6,5.8,160,-2.2,,
620,Comptel,Finland,Software (9537),12.99,-6.3,75,-11.7,17.3,0.6,1.6,1.4,1,1.2,,
621,4SC,Germany,Biotechnology (4573),12.98,19.8,2,-37.3,697.6,19.9,27.5,-900.4,0,13.8,,
622,Amsterdam Molecular Therapeutics,The Netherlands,Biotechnology (4573),12.89,-0.1,0,,,,,,0,-7.8,,
622,e2v Technologies,UK,Electronic equipment (2737),12.89,-28.6,227,-13.7,5.7,1.3,4.0,-5.7,2,-2.8,,
624,Baxi ,UK,Construction & materials (235),12.87,18.2,"1,057",10.9,1.2,1.9,2.0,5.3,4,-12.6,,
625,Ricardo,UK,Support services (279),12.83,25.3,213,-4.2,6.0,4.8,5.0,4.4,2,-9.4,,
626,SABCA,Belgium,Aerospace & defence (271),12.69,337.8,143,7.4,8.9,5.4,5.9,10.3,1,2.8,,
627,Alizyme,UK,Biotechnology (4573),12.63,-63.9,2,"13,820.0",605.1,0.1,"1,380.0",-633.1,0,-5.0,,
628,BEIG Topco (aka Birds Eye),UK,Food producers (357),12.62,-63.3,"1,220",-3.9,1.0,1.7,1.3,9.7,2,-6.3,,
629,Amper,Spain,Telecommunications equipment (9578),12.59,13.3,286,-20.5,4.4,0.5,1.1,-1.5,1,0.4,,
630,Solar,Denmark,Electrical components & equipment (2733),12.50,166.0,"1,431",-4.6,0.9,1.0,0.9,1.7,3,5.5,,
631,Palfinger,Austria,Industrial machinery (2757),12.47,22.8,505,-36.4,2.5,1.5,5.8,-0.9,5,-2.4,,
632,Amarin,UK,Biotechnology (4573),12.43,41.7,0,,,,,,0,-3.7,,
632,Vernalis,UK,Biotechnology (4573),12.43,-20.9,15,-76.7,84.8,2.4,0.5,-79.0,0,-19.1,,
632,SDL,UK,Software (9537),12.43,37.3,193,8.3,6.4,1.4,1.5,13.7,2,0.9,,
635,Premier Foods,UK,Food producers (357),12.38,-5.2,"3,019",-3.4,0.4,1.9,4.8,6.4,16,1.2,,
636,CAF,Spain,Commercial vehicles & trucks (2753),12.37,106.4,"1,258",25.2,1.0,6.9,5.2,10.8,6,21.1,,
637,Carlsberg,Denmark,Beverages (353),12.36,-4.2,"7,980",-0.9,0.2,4.8,10.0,14.4,43,-4.9,,
638,EVS Broadcast Equipment,Belgium,Electronic equipment (2737),12.34,21.5,77,-30.8,16.1,4.0,2.6,46.5,0,14.8,,
639,Nykredit Realkredit,Denmark,Banks (835),12.23,59.6,"2,108",130.8,0.6,2.6,5.8,1.1,5,2.3,,
640,Manz Automation,Germany,Industrial machinery (2757),12.14,87.7,86,-63.7,14.1,2.9,2.0,-19.0,1,-2.7,,
641,Biotie Therapies,Finland,Biotechnology (4573),12.13,50.7,6,9.8,215.6,8.2,2.3,-331.5,0,92.9,,
642,CeWe Color,Germany,General retailers (537),12.12,1.6,410,-2.4,3.0,5.6,6.4,4.8,3,-6.1,,
